title,author,genre_id,genre,ISBN,description_aladin,description_naver,salesPoint,mallType
"주술회전 27 트리플 특장판 - 양면 커버 + 티켓풍 책갈피 + 일러스트 카드 세트(PET), 바보 서바이버!!","아쿠타미 게게 (지은이), 이정운 (옮긴이)",4133,국내도서>만화>본격장르만화>판타지>액션 판타지,9791136791047,,"카시모VS.스쿠나 & 타카바VS.켄자쿠
‘그’의 패배 이후, 사태는 급박하게 변한다--!!

약식판권 : 
JUJUTSU KAISEN ⓒ2018 by Gege Akutami / SHUEISHA Inc.

고죠의 패배--그 죽음을 애도할 새도 없이 스쿠나와의 싸움에 임하는 카시모! 
카시모는 목숨을 걸고 술식을 해방하지만, 스쿠나는 강생을 통한 변신을 완수하며…?! 
한편, 스쿠나전(戰) 이면에선 개그맨 타카바가 켄자쿠를 상대로 일대일 대결에 나서는데?!!",90700,BOOK
괴수 8호 13 (트리플 특장판) - 초판한정 일러스트 카드 + 한국한정 양면 일러스트 커버 + 한정 아크릴 포토 카드,"마츠모토 나오야 (지은이), 유유리 (옮긴이)",3724,국내도서>만화>소년만화>액션,,타치카와에 발생한 괴수 9호의  수중에 떨어진 아시로 미나. 미나를 구출하러 가려는 카프카를 도쿄 곳곳에서 나타난 대괴수들이 가로막는다.,,57940,BOOK
언젠가 우리가 같은 별을 바라본다면,"차인표 (지은이), 제딧 (그림)",50759,국내도서>청소년>청소년 문학>청소년 소설,9791191061048,"고국을 떠나 70년 만에 필리핀의 한 작은 섬에서 발견된 쑤니 할머니의 젊은 시절을 담은 이야기이다. 작가는 우리나라가 일본에 주권을 빼앗긴 채 가난하고 핍박받던 시절을 맨몸으로 버텨 낸 우리 어머니의 어머니, 아버지의 아버지들의 이야기를 남기고자 집필을 시작했다.","차인표 작가가 전하는 감동의 휴먼 드라마   
자신을 대변할 수 없었던 이들을 위한 헌사

『언젠가 우리가 같은 별을 바라본다면』은 고국을 떠나 70년 만에 필리핀의 한 작은 섬에서 발견된 쑤니 할머니의 젊은 시절을 담은 이야기이다. 작가는 우리나라가 일본에 주권을 빼앗긴 채 가난하고 핍박받던 시절을 맨몸으로 버텨 낸 우리 어머니의 어머니, 아버지의 아버지들의 이야기를 남기고자 집필을 시작했다. A4 용지 스무 장 분량으로 시작한 이야기는 10년의 집필 기간 동안 데이터 유실로 의지가 꺾이기도 하고 모든 것을 원점에서 복기하기를 반복하는 등 우여곡절을 겪은 후, 더욱 진정성과 사실에 근거한 서정적이고 아름다운 소설로 완성되었다. 

소설의 배경은 1930년대 백두산 기슭의 호랑이 마을. 엄마와 동생을 해친 호랑이 백호를 잡아 복수하기 위해 아버지와 함께 호랑이 마을로 찾아온 호랑이 사냥꾼 용이와 촌장 댁 손녀 순이 그리고 미술학도 출신의 일본군 장교 가즈오가 등장한다. 그저 평범한 행복을 누리며 살고 싶었던 그 시대의 순수한 젊은이들이 역사의 소용돌이에서 마주한 절망 속에서도 서로를 향한 믿음과 사랑, 헌신적 선택으로 격정의 한때를 관통해 나간다. 작가는 ‘사랑과 용서, 화해’라는 주제 의식을 진중하고 따스한 시선으로 풀어내면서도 세 주인공을 중심으로 속도감 있고 밀도 있게 이야기를 이끌어 간다. 또한, 치밀한 세부 장면 구성과 고증을 거친 백두산 마을의 수려한 풍경 묘사는 읽는 내내 머릿속에 한 편의 영화가 떠오를 정도로 생동감 넘쳐 또 하나의 의미 있는 문학적 성취를 보여 준다. 

이 소설을 통해 작가는 평온한 시대를 살아가는 우리들에게 
“당신이 그 시대에 살았다면 어땠을까……”  
“지금의 우리가 그들을 위해 할 수 있는 일은 무엇일까……”
무언의 질문을 던지는 듯하다. 
이제, 결코 잊어서는 안 될, 아직도 치유되지 않은 민족사의 상처를 간직한 이들을 보듬는 차인표 작가의 특별한 이야기가 시작된다.",161432,BOOK
이중 하나는 거짓말,김애란 (지은이),50993,국내도서>소설/시/희곡>한국소설>2000년대 이후 한국소설,9791141601300,한국문학의 결정적 순간을 만들어온 젊은 거장 김애란의 장편소설. 몇 년 전 진행된 한 인터뷰에서 차기작에 대해 묻는 질문에 작가가 “빛과 거짓말 그리고 그림에 관한 이야기”라고 설명한 것 외에는 모든 것이 베일에 가려져 있던 바로 그 작품이 오랜 기다림 끝에 마침내 공개된다.,"서로 만나지 않고도 이루어지는 애틋한 접촉
그림과 비밀, 그리고 슬픔으로 서로 밀착되는 세 아이의 이야기

젊은 거장 김애란, 13년 만의 신작 장편소설

한국문학의 결정적 순간을 만들어온 김애란의 신작 장편소설 『이중 하나는 거짓말』이 문학동네에서 출간되었다. 몇 년 전 진행된 한 인터뷰에서 차기작에 대해 묻는 질문에 작가가 “빛과 거짓말 그리고 그림에 관한 이야기”라고 설명한 것 외에는 모든 것이 베일에 가려져 있던 바로 그 작품이 오랜 기다림 끝에 마침내 공개되는 것이다. 2002년에 작품활동을 시작해 올해로 작가생활 23년 차에 접어드는 김애란은 신중한 걸음으로 작품세계를 일구어나가며 지금까지 소설집 네 권과 장편소설 한 권을 선보였지만, 다섯 권 모두 여전히 널리 읽히며 책 제목만으로도 우리 각자에게 고유한 장면을 떠올리게 하는 드문 생명력을 지니고 있다. 활달한 유머와 상상력으로 앞을 향해 달려나가는 『달려라, 아비』(창비, 2005)부터 우리를 둘러싼 삶의 조건을 골똘히 응시하며 ‘안과 밖’의 시차를 포착한 『바깥은 여름』(문학동네, 2017)까지, 한자리에 멈춰 서지 않은 채 조금씩 자리를 옮겨가며 어렵게 얻어낸 이해의 결과물이 책 한 권 한 권에 담겨 있는 것이다.   
『이중 하나는 거짓말』은 고등학교 2학년인 세 아이가 몇 가지 우연한 계기를 통해 서로를 의식하기 시작한 후 서서히 가까워지며 잊을 수 없는 시기를 통과해나가는 이야기이다. 소설에서 주요하게 다뤄지는 시간대는 두 달 남짓한 짧은 방학이지만, 우리는 세 아이의 시점을 오가면서 서서히 진실이 밝혀지는 독특한 구성을 통해 현재에 다다르게 된 인물들의 전사를 총체적으로 경험하게 된다. 결코 길지 않은 이 소설이 무엇보다 광활하게 느껴지는 것은 이 때문일 것이다. ‘무엇을 어떻게 말할 것인가’라는 문제 앞에서 깊이 고심한 끝에 완성된 『이중 하나는 거짓말』은 소설의 구조에 대한 고민이 어떻게 인물에 대한 이해와 연결되는지를 마지막에 이르러 감동적으로 제시한다. “누군가의 눈동자에 빛을 새겨넣을 때 붓 끝”에 “아주 적은 양의 흰 물감”(196쪽)을 묻혀야 하는 것처럼, ‘소량이지만 누군가의 영혼을 표현하는 데 꼭 필요한 그 무엇’처럼, 김애란은 누군가의 영혼을, 그러니까 결코 진부하게 요약될 수 없는 인물의 다면적이고 중층적인 삶을 특유의 간결하고 여운 가득한 문장을 통해 그려 보인다.",151610,BOOK
영원한 천국,정유정 (지은이),50993,국내도서>소설/시/희곡>한국소설>2000년대 이후 한국소설,9791167374561,"출간된 작품마다 독자들을 ‘정유정 월드’로 이끌어온 소설가 정유정의 신작이 출간된다. 《28》에서는 전염병을, 《진이, 지니》에서는 호미노이드를 다루며, 세계의 변화를 선험적으로 감지하여 그 안에서 가장 인간다운 것이 무엇인지 탐구해온 작가의 이번 신작은 《완전한 행복》에 이은 욕망 3부작의 두 번째 책, 《영원한 천국》이다.","현실 너머로 질주하는 인간의 욕망을 탐구하다!
소설가 정유정이 도달한 인간성의 가장 먼 미래
《완전한 행복》에 이은 욕망 3부작 두 번째 이야기 출간!",120230,BOOK
열혈강호 91,"전극진 (지은이), 양재현 (그림)",2558,국내도서>만화>소년만화>무협,9791172882686,,사파 최고의 인물인 천마신군의 제자 한비광과 정파 최고의 기인인 검황의 손녀딸 담화린이 거친 무림을 배경으로 펼치는 무협만화. 주인공 한비광은 무모하리만큼 겁이 없고 낙천적인 인물이다. 우연한 인연으로 천마신군의 6번째 제자가 된 그는 뛰어난 경공술을 터득하고 있으며 한번 본 무술은 그대로 따라할 수 있는 무술의 천재이다. 뛰어난 미색을 갖춘 여주인공 담화린은 정파중의 으뜸인 검황의 손녀딸로 실종된 할아버지를 찾기 위해 남장으로 변장하고 강호를 누비다 한비광을 만나 사랑을 키워간다.,26050,BOOK
던전밥 월드 가이드 모험자 바이블 완전판 - S코믹스,"쿠이 료코 (지은이), 김민재 (옮긴이)",2553,국내도서>만화>본격장르만화>SF/가상사회,9791138484183,"인기 판타지 만화《던전밥》, 그 모든 것이 담긴 공식 설정집, 완전판. 2021년 발매된《던전밥 월드 가이드 모험자 바이블》에 오리지널 만화와 비장의 설정 자료를 추가하고, 만화 100페이지, 일러스트 100점 이상을 수록했다.","인기 판타지 만화 〈던전밥〉,
그 모든 것이 담긴 공식 설정집, 완전판 발매!!

2021년 발매된 〈던전밥 월드 가이드 모험자 바이블〉에
오리지널 만화와 비장의 설정 자료를 추가.
만화 100페이지, 일러스트 100점 이상을 수록.
사이즈도 A5로 더욱 커진
미궁 공략 필독서! 초호화 캐릭터북 완전판!

* 모든 캐릭터 상세 정보 + 캐릭터 잡다구리 이야기
* 모든 마물 정보를 한 데 엮은 몬스터 도감
* 문화, 풍토를 알 수 있는 칼럼 & 오리지널 만화 수록
* 용어집 등

최종화까지의 내용을 총망라한
〈던전밥〉 설정집 궁극의 완전판!",28780,BOOK
흔한남매 과학 탐험대 11 : 여러 가지 힘,"흔한남매 (원작), 김언정, 송은경 (글), 김덕영 (그림), 흔한컴퍼니 (감수), 정현철, 김희목, 권경아, 최진수 (기획)",48870,국내도서>어린이>과학/수학/컴퓨터>지구와 우주,9788934935193,"《흔한남매 과학 탐험대》 시리즈는 과학을 처음 접하는 아이들이 과학의 주요 내용을 미리 맛볼 수 있는 초등 과학 입문서이다. 흔한남매가 최고의 과학 전문가들과 함께 우주, 지구와 달, 우리 몸 등을 여행하며 쉽고 재미있게 과학 지식을 배운다.","카이스트 과학영재교육연구원 연구진 기획 및 감수
흔한남매와 떠나는 흥미진진 과학 대모험
교과서를 통째로 넣은 초등 과학 입문서의 결정판!

냐하~! 요절복통 장난꾸러기 흔한남매와 함께하는 과학 첫걸음.
《흔한남매 과학 탐험대》 시리즈는 과학을 처음 접하는 아이들이 과학의 주요 내용을 미리 맛볼 수 있는 초등 과학 입문서이다. 흔한남매가 최고의 과학 전문가들과 함께 우주, 지구와 달, 우리 몸 등을 여행하며 쉽고 재미있게 과학 지식을 배운다. 초등학교 과학 교과서의 내용을 모두 담았고, 생활 과학 정보, 과학 관련 최근 이슈, 우리나라 관련 정보들을 더했다. 흔한남매와 함께라면 학교에서 처음 배우는 과학이 두렵지 않다!

지구를 지키기 위해 여러 가지 힘을 찾으러 가자! 슈퍼 젤리의 힘을 모아 생태계를 지켜 낸 우리의 영웅 으뜸이와 에이미가 이번엔 우주 불가사의 연구소를 만났어. 새로운 박사님과 신이, 씁아저씨까지! 그러던 어느 날 차칸 행성의 외계인이 지구에 왔어. 무시무시한 외계인이 어떤 음모를 꾸미고 있는 걸까? 우리가 지구를 지켜야 해! 차원을 넘나들며 새로운 모험 출발~ 활과 탄성력, 전차와 압력, 잠수함과 부력 등 여러 가지 힘의 원리를 흔한남매와 함께 알아보자.",30800,BOOK
고전이 답했다 마땅히 살아야 할 삶에 대하여,고명환 (지은이),70216,국내도서>자기계발>성공>성공학,9791193939130,"매일 아침 7만 명이 유튜브 강의를 찾아 듣고, 한 달에 20여 차례 전국의 강연장을 찾아가 독자들을 만나는 이 시대 최고의 강연자. 30만 독자가 기다린 베스트셀러 저자 고명환이 지난 10여 년간의 인생 내공이 응축된 책, 『고전이 답했다 마땅히 살아야 할 삶에 대하여』에서 고전(古典)에서 길어 올린 흔들림 없는 삶의 내공을 전한다.","“사람에 묻지 말고, 고전에 물어라.
그 안에 진짜 길이 있다.”

★★★ 7만 명의 매일 아침을 바꾼 강연 ★★★
★★★ 1000일 긍정 확언 결정판 ★★★

매일 아침 7만 명이 유튜브 강의를 찾아 듣고, 한 달에 20여 차례 전국의 강연장을 찾아가 독자들을 만나는 이 시대 최고의 강연자. 30만 독자가 기다린 베스트셀러 저자 고명환이 지난 10여 년간의 인생 내공이 응축된 책, 『고전이 답했다 마땅히 살아야 할 삶에 대하여』에서 고전(古典)에서 길어 올린 흔들림 없는 삶의 내공을 전한다. 
1000일간 매일 외친 ‘아침 긍정 확언’은 매년 찾아오던 우울증을 떨쳐버리기 위해 괴테의 『젊은 베르테르의 슬픔』을 읽다가 발견한 해답이었다. ‘불안감’을 ‘기대감’의 말로 바꾸면 삶의 방향성이 달라진다는 고전의 답을 따라 매일 10분 긍정의 말을 외쳤고, 삶은 놀라운 방향으로 바뀌기 시작했다.
저자의 삶을 한층 밝고 건강한 쪽으로 이끈 것은 다름 아닌 ‘고전’이었다. 나는 누구인가? 어떻게 살아야 하는가? 무엇을 행해야 하는가? 물음이 생길 때마다 고전을 펼쳐 들었고, 고전이 답했다. 칼 구스타프 융의 『칼 융 레드 북』, 블레즈 파스칼의 『팡세』, 사마천의 『사기열전』, 미하이 칙센트미하이의 『몰입 Flow』까지 수백 년의 경험과 지혜가 압축된 고전을 읽다보면 방향이 선명해졌다. 
인간관계에 대한 고민에서부터 행복한 삶을 사는 법, 이기는 법까지 우리가 원하는 모든 분야에 대한 답이 고전에 있다. 느리지만, 오로지 ‘성장’이라는 방향으로 나아가는 고전에서 답을 찾아보자.",89230,BOOK
만화로 보는 3분 철학 1 : 서양 고대 철학편,"김재훈, 서정욱 (지은이)",51440,국내도서>인문학>철학 일반>교양 철학,9791190776752,"인문학과 철학의 중요성이 강조되는 시대지만 정작 어디부터 공부하면 좋을지 몰라 막막해하는 사람들을 위한 책, 『만화로 보는 3분 철학』이 카시오페아에서 출간되었다.","지금까지 이런 철학 만화는 없었다! 철학의 기초 개념을 잡는 가장 쉬운 책!
만화로 3분이면 완벽하게 개념 잡는 서양철학사!

인문학과 철학의 중요성이 강조되는 시대지만 정작 어디부터 공부하면 좋을지 몰라 막막해하는 사람들을 위한 책, 『만화로 보는 3분 철학』이 카시오페아에서 출간되었다. 철학을 기초부터 다지고 싶지만 시중의 철학책이 너무 어렵다고 생각된다면? 너무 많은 시간을 투자하지 않아도 단번에 철학의 기본 개념을 잡고 싶다면? 이런 고민을 가진 사람들을 위해, 어려운 철학을 쉽게 풀어냈다! 만화라는 도구로 접근성은 낮추었지만, 지식의 깊이는 더했다. 
1권에서는 ‘세상의 원리’를 밝히려 하고 근대 철학의 태동을 연 고대 철학자들의 사상을 소개한다. 피타고라스, 소크라테스, 플라톤, 아리스토텔레스, 소피스트, 스토아학파, 에피쿠로스…. 이름은 한 번쯤 들어본 이들의 사상이 각각 어떻게 다르고 또 어디서 영향을 주고받았는지 한눈에 파악할 수 있다. 
앞으로 나올 2권과 3권에서는 중세와 근대, 그리고 현대에 이르는 철학자들의 사상이 쉽고 재미있는 만화로 펼쳐진다.",88704,BOOK
