title,author,genre_id,genre,ISBN,description_aladin,description_naver,salesPoint,mallType
2020 제11회 젊은작가상 수상작품집,"강화길, 최은영, 김봉곤, 이현석, 김초엽, 장류진, 장희원 (지은이)",50993,국내도서>소설/시/희곡>한국소설>2000년대 이후 한국소설,9788954671156,등단 10년 이하의 젊은 작가들이 한 해 동안 발표한 중단편소설 중 가장 눈부신 성취를 보여준 일곱 편의 작품에 수여하는 젊은작가상. 지난 10년간 독자들과 상호작용하며 굳건한 신뢰를 쌓아온 이 상이 2020년대로 진입한 첫해 새로이 호명한 수상자는 강화길 최은영 김봉곤 이현석 김초엽 장류진 장희원이다.,"2020년, 내일을 상상케 하는 눈부신 터닝 포인트!

한 해 동안 발표한 중단편소설 중 가장 눈부신 성취를 보여준 일곱 편의 작품에 수여하는 젊은작가상. 지난 10년간 독자들과 상호작용하며 굳건한 신뢰를 쌓아온 이 상이 2020년대로 진입한 첫해 새로이 호명한 수상자는 강화길 최은영 김봉곤 이현석 김초엽 장류진 장희원이다. 다시 한번 젊은작가상을 거머쥔 작가들의 탄탄한 행보와 낯선 기대를 품게 하는 신예 작가들의 신선한 기운이 한 권의 책 속에서 조화를 이루게 되었다.

제11회 젊은작가상 대상 수상작은 가부장제하에서 모든 갈등을 간파해야만 자신을 지킬 수 있는 아내의 삶을 아무것도 모를 수 있는 권력을 지닌 남편과 날렵하게 대비하며 전 세대 여성을 옭아매고 있는 거대한 구조를 들춰낸 강화길의 「음복(飮福)」이다.  방황 끝에 꿈을 좇아 대학으로 돌아온 화자가 단단한 관점과 다정한 배려를 보여준 선배 여성 강사와 만나고 헤어졌던 애틋한 시절을 복원해내면서 때로 연한 빛처럼 희미해지기도 하지만 분명 존재하고 있는 여성 간의 유대를 아름답게 펼쳐 보인 최은영의 「아주 희미한 빛으로도」, 낙태죄 헌법불합치 결정을 둘러싸고 뜨겁게 요청되어온 여성의 재생산권에 관한 고찰을 여러 여성들의 입장에서 다각도로 풀어낸 이현석의 「다른 세계에서도」등 일곱 편의 작품이 수록되어 있다.",16479,BOOK
"펭수, 디 오리지널 - 펭수 1주년 기념 화보 매거진",EBS (지은이),53578,국내도서>건강/취미>취미기타>기타,9788954752701,"&lt;자이언트 펭TV&gt; 제작진과의 협력 아래, 3개월에 걸쳐 심혈을 기울여 제작한 화보매거진. 지난 1년 간 펭수의 활동 하이라이트, 제작진이 직접 감수한 '펭클럽 인증 모의고사', 유명 아티스트와의 콜라보 및 엄선된 팬아트 모음, 이슬예나 피디를 비롯한 제작진 인터뷰 등을 총망라했다.","〈자이언트 펭TV〉 제작진과의 협력 아래, 3개월에 걸쳐 심혈을 기울여 제작한 화보매거진!
지난 1년 간 펭수의 활동 하이라이트, 제작진이 직접 감수한 ‘펭클럽 인증 모의고사’, 유명 아티스트와의 콜라보 및 엄선된 팬아트 모음, 이슬예나 피디를 비롯한 제작진 인터뷰 등을 총망라!
특별 촬영한 ‘펭수의 은밀한 사생활’ 화보와, 펭수 인터뷰 및 미발표 자작시 포함!
1년 간 펭수를 아껴 준 팬들에게 EBS가 ’펭수와 관련한 단 한 권의 책‘을 바친다는 마음으로 제작한 본 화보매거진은 〈자이언트 펭TV〉 211만 구독자들에게 최고의 선물이 될 것이다!",3165,BOOK
펭아트 #컬러링북 - #자이언트 펭TV,한결 (지은이),114987,국내도서>건강/취미>컬러링북,9788954752695,"'펭클럽을 위한, 펭클럽에 의한' EBS 두 번째 공식(Official) 펭아트(Peng Art) 시리즈. 나만의 펭수를 직접 색칠하여 표현할 수 있는 체험형 아트북이다. 펭TV 스튜디오 디자이너 한결 감독이 직접 그린 펭수 데뷔 1주년 작품이다.","‘펭클럽을 위한, 펭클럽에 의한’ EBS 두 번째 공식(Official) 펭아트(Peng Art) 시리즈 「펭아트#컬러링북」!
나만의 펭수를 직접 색칠하여 표현할 수 있는 체험형 아트북!
펭TV 스튜디오 디자이너 한결 감독이 직접 그린 펭수 데뷔 1주년 작품!
자이언트 펭TV의 기존 에피소드를 담은 43종의 컬러링 일러스트와 6종의 색채 완성형 일러스트, 2종의 스티커를 단 한 권의 책으로!
색연필, 수채화, 실사, 일러스트 등 다양한 표현이 가능한 감성 도안과 두꺼운 종이 재질!
언제 어디서나 색칠 할 수 있는 콤팩트한 사이즈와 다양한 난이도!
펼침성이 좋고, 오래오래 내 곁에 간직할 수 있는 누드 사철 제본!
직접 색칠하여 어디든 활용할 수 있는 컬러링 스티커 포함!",2458,BOOK
흔한남매 4,"흔한남매 (지은이), 백난도 (글), 유난희 (그림), 샌드박스 네트워크 (감수)",49995,국내도서>어린이>TV/만화/영화>만화 일반,9791164134847,'흔한남매' 유튜브 영상의 스토리를 앙증맞고 유머러스한 만화로 풀어 낸 코믹북이다. 하루도 조용할 날이 없는 으뜸이와 에이미의 일상 스토리는 진짜 웃음이 필요한 어린이들에게 순수한 웃음과 유쾌한 우애를 선사한다.,"지친 일상에 활력을 주는 토닥토닥 공감과 웃음!
두근두근 새 학기를 맞이한 남매, 에이미의 연애 코치, 으뜸이의 기막힌 동생 사용 설명서, 달콤 살벌한 밸런타인데이, 만약 학교 공부가 슬라임이라면 벌어질 일들, 남매의 리코더 폭풍 연습 등 웃음과 공감이 가득한 흔한남매의 일상을 만나 보아요!

유튜브 175만 구독 돌파! 인기 크리에이터 흔한남매
‘흔한남매’는 유튜브 구독자 수가 175만 명, 누적 조회 수가 9억 회를 넘어서는 인기 크리에이터로, 샌드박스네트워크에 소속되어 있습니다. 상황극?콩트 등을 통해 어린이들에게 큰 사랑을 받고 있으며, 주로 남매 사이에서 일어날 수 있는 현실적인 에피소드를 코믹하게 그려 내어 웃음과 공감을 이끌어 내고 있습니다.

흔한남매가 선사하는 유쾌한 우애와 순수한 웃음!
《흔한남매 4》는 ‘흔한남매’ 유튜브 영상의 스토리를 앙증맞고 유머러스한 만화로 풀어 낸 코믹북입니다. 하루도 조용할 날이 없는 으뜸이와 에이미의 일상 스토리는 진짜 웃음이 필요한 어린이들에게 순수한 웃음과 유쾌한 우애를 선사할 것입니다.",18037,BOOK
날씨가 좋으면 찾아가겠어요 (드라마 방영 기념 한정판),이도우 (지은이),50993,국내도서>소설/시/희곡>한국소설>2000년대 이후 한국소설,9788952753946,2018년 초여름 출간된 이도우 작가의 베스트셀러 &lt;날씨가 좋으면 찾아가겠어요&gt;가 JTBC 동명 드라마 방영을 기념하여 한시적으로 새 옷을 입고 독자를 찾는다. 두 주인공이 서로의 마음을 확인하는 '의심이 이루어지는 곳'을 표지에 담았다.,"시골 마을의 낡은 기와집에 자리한 작은 서점을 중심으로 한 용서와 치유 그리고 사랑!

《사서함 110호의 우편물》의 저자 이도우가 《잠옷을 입으렴》 이후 6년 만에 펴낸 장편소설 『날씨가 좋으면 찾아가겠어요』. 《연애시대》의 한지승 연출, 박민영, 서강준 주연의 JTBC 동명 드라마 방영을 기념하여 한시적으로 새 옷을 입고 독자를 찾는다. 그림 작가 제딧의 서정적인 일러스트가 시선을 사로잡는 이번 윈터 에디션은 두 주인공이 서로의 마음을 확인하는 ‘의심이 이루어지는 곳’을 표지에 담았다. 소설 엔딩 이후의 일상을 25개 에피소드로 써내려간 은섭의 블로그 비밀 글 ‘책방 일지’가 별책 《굿나잇책방 겨울 통신》으로 묶여 제공된다. 

유년 시절 산에 살았던 어떤 소년, 인생 첫 단골 서점, 미로 같았던 반년간의 여름날, 새벽이 가까울 무렵 올라오는 야행성 사람들의 SNS 글 등 때로는 스쳐 간, 더 많이는 온전히 남은 삶의 여러 조각을 모아 만든 작품으로 서로에게 많이 미안한 이들이 오랫동안 하지 못했던 말들을 세월이 흐른 후 비로소 용기 내어 전하는 이야기를 담고 있다.

미대입시학원에서 그림을 가르치던 해원은 학생과의 불화를 계기로 일을 그만두고 펜션을 운영하는 이모 곁에서 한동안 지내기로 한다. 열다섯 살 그 일 이후로 사람에게 기대한 적이 없었던 해원은 언젠가부터 사람을 그리는 것이 싫어 인물화를 그리지 않는다. 한편 노부부가 살던 낡은 기와집을 작은 서점 굿나잇책방으로 바꾸어 운영하고 있는 은섭은 자신의 서점을 기웃거리는 해원을 보고 놀란다. 삼 년 전 은섭에게 겨울 들판에 뒹구는 ‘마시멜로’의 진짜 이름이 뭐냐고 묻던 이웃집 그녀다. 

이모를 통해 그 낯선 서점의 책방지기가 옆집 사는 은섭이라는 것을 알게 된 해원은 굿나잇책방으로 향한다. 그리고 그녀가 머물 겨울 동안 책방 매니저 아르바이트를 하기로 한다. 어린 시절 타인에게 신경을 곤두세우며 살았다고 생각했지만 알고 보니 자기에만 매몰되어 있었던 해원은 은섭과 같은 중고등학교를 나왔지만 그를 잘 모른다. 해원이 알고 있던 것보다 은섭이 그녀의 인생 어떤 페이지에 더 많이 등장했었다는 사실도…….",12242,BOOK
밤은 이야기하기 좋은 시간이니까요 - 이도우 산문집,이도우 (지은이),51371,국내도서>에세이>한국에세이,9791190630955,"&lt;사서함 110호의 우편물&gt;, &lt;잠옷을 입으렴&gt;, &lt;날씨가 좋으면 찾아가겠어요&gt; 세 편의 소설로 50만 독자들에게 깊은 감동을 선사한 이도우 소설가의 첫 산문집. 이도우 작가 특유의 따뜻한 시선과 깊이 있고 서정적인 문체의 정수를 맛볼 수 있는 책이다.","소설가 이도우 첫 산문집!
오래도록 기억되는 쓸쓸하고 아름다운 풍경들에 관한 이야기

『사서함 110호의 우편물』, 『잠옷을 입으렴』, 『날씨가 좋으면 찾아가겠어요』 세 편의 소설로 50만 독자들에게 깊은 감동을 선사한 이도우 소설가의 첫 산문집『밤은 이야기하기 좋은 시간이니까요』. 이도우 작가 특유의 따뜻한 시선과 깊이 있고 서정적인 문체의 정수를 맛볼 수 있는 책으로, 작가가 오래도록 기억해온 사람, 말, 글, 풍경, 그날의 마음들에 관한 세심하고 따뜻한 이야기가 담겨 있다. 또한 ‘나뭇잎 소설’ 아홉 편을 수록하여 이도우 작가의 신작 소설을 애타게 기다리는 독자들에게 짧지만 강렬한 재미와 감동을 선사하고 있다.

‘굿나잇’ 하고 건네는 밤 인사를 좋아한다는 이도우 작가는 마치 독자들에게 ‘굿나잇’ 인사하듯 이 책을 써 내려갔다. 나뭇잎에 한 장씩 쓴 이야기가 누군가의 책갈피에 끼워졌다가 바람을 타고 날아가도 좋겠다는 마음으로, 편안히 귀 기울여 즐겁게 들어줄 누군가를 떠올리며. 그러니 서로에게 잘 자라고 인사하듯 책장을 펼쳐 들어도 좋겠다. 내일 또 하루치의 고단함과 기쁨, 슬픔이 찾아오겠지만, 지금은 깊은 밤이고… 밤은 이야기하기 좋은 시간이니까.",5344,BOOK
어린 왕자 (리커버 특별판),"앙투안 드 생텍쥐페리 (지은이), 황현산 (옮긴이)",50921,국내도서>소설/시/희곡>프랑스소설,9788932920184,"고 황현산 선생이 남긴 생텍쥐페리의 『어린 왕자』 번역의 특별판. 황현산 선생은 이 작품을 새롭게 번역하면서 생텍쥐페리의 진솔한 문체를 고스란히 살려 내기 위해 심혈을 기울였다. 원문 텍스트 선택부터 번역의 마무리 작업까지, 원전의 가치를 충실히 살린 한국어 결정판을 마련하고자 했다.",,9772,BOOK
설민석의 한국사 대모험 13 - 역사의 진실 편 : 뒤바뀐 역사를 되돌려라!,"설민석, 스토리박스 (지은이), 정현희 (그림), 태건 역사 연구소 (감수)",48904,국내도서>어린이>초등 한국사,9791165382650,"설민석의 한국사 대모험 시리즈 13권. X맨을 잡기 위한 역사 여행 중에 위인들의 어린 시절 모습을 만나게 된다. 이순신과 류성룡, 안중근의 어린 시절은 어떠했기에, 그분들이 우리 역사를 빛낸 영웅으로 성장할 수 있었을까?","우리 아이의 ‘지’와 ‘덕’을 책임질 첫 역사책!

『설민석의 한국사 대모험』은 설민석 선생님과 태건 역사 연구소가 철저하게 고증하여 정확한 역사 지식을 어린이들에게 쉽고, 재미있게 알려주는 책입니다. 어린이들이 일상에서 고민할 수 있는 문제들을 역사 속 인물을 통해 같이 생각하고 해결해 볼 수 있도록 구성되어 있습니다. 우리가 매일 쓰고 있는 한글을 만든 세종대왕, 수원화성에 담긴 정조의 마음, 조선왕조실록의 의미 등 한국의 문화유산에 대해 만나게 될 것입니다.

광개토대왕비에서 문덕과 혈투를 벌였던 X맨은 비밀 쪽지를 빼앗긴 채 달아나고 맙니다. 큰 부상을 입은 문덕이 건네준 쪽지의 내용을 바탕으로 설쌤과 온달, 평강은 X맨을 잡기 위해 역사 여행을 떠나는데, 그만 쪽지의 일부가 땀으로 지워져버렸습니다. 다행히 온달이 지혜를 발휘해 쪽지의 중요 내용을 유추해내고, 설쌤 일행은 이순신 장군의 어린 시절로 향하게 되는데… 대체 X맨은 왜 여러 시대를 넘나들며 우리 역사를 망가뜨리려는 걸까요?",10681,BOOK
더 해빙 - 부와 행운을 끌어당기는 힘,"이서윤, 홍주연 (지은이)",70216,국내도서>자기계발>성공>성공학,9791190382175,"부와 행운을 만나는 출발점, 마법의 감정 Having! 국내 최초로 미국에서 선(先)출간되어 세계가 먼저 찾아 읽은 책이다. 영미권을 비롯 프랑스, 독일, 이탈리아, 러시아 등 21개국에 판권이 수출되어 ‘불안감이 사라지게 해준 책’, ‘행운의 바이블’, ‘이 책을 읽고 행운이 찾아왔다’ 등 찬사를 보낸 이 책은 마음가짐을 다듬으며 원하는 것을 얻는 놀라운 가르침을 담고 있다.","마음가짐을 다듬으며 원하는 것을 얻는 놀라운 가르침!

부와 행운을 만나는 출발점, 마법의 감정 Having! 국내 최초로 미국에서 선(先)출간되어 세계가 먼저 찾아 읽은 『더 해빙(The Having)』. 세계적인 부자들이 성공 비결로 꼽았다는 ‘운’. 행운은 타고나는 것일까? 소수에게만 주어지는 것일까? 물려받은 재산도, 특출난 재능도 없는 사람도 부자가 될 수 있을까? 대기업 창업주와 주요 경영인, 대형 투자자가 절체절명의 순간 찾는 사람, 이서윤. 그들은 그녀에게 자문을 구한 뒤 일생일대의 기회를 잡는 인생의 퀀텀 점프를 이루어냈다.

일곱 살에 운명학에 입문해 동서양의 고전을 마스터하고 오랜 기간 한국의 경제계 리더들을 자문해온 저자 이서윤은 수만 건의 사례를 분석하고 성찰한 끝에 밝혀낸 ‘부와 행운의 비밀’을 이 책에 집대성했다. 자신의 감정을 활용해 쉽고 빠르게 풍요로운 삶을 누릴 수 있도록 돕는 이 책은, 자신을 괴롭히는 불안감에서 벗어나 진정으로 원하는 인생을 살 수 있도록 이끌어준다. 두 사람의 대화를 통해 쉽게 전달되는 Having의 가르침을 단계별로 따라가다 보면 현실적이고 지속가능한 삶의 변화를 일으키도록 돕는다.",25126,BOOK
페스트,"알베르 카뮈 (지은이), 김화영 (옮긴이)",50921,국내도서>소설/시/희곡>프랑스소설,9788937462672,"'민음사 세계문학전집' 267권. 페스트라는 비극의 소용돌이 속에서 현실을 직시하며 의연히 운명과 대결하는 인간의 모습을 다룬 알베르 카뮈의 대표작. 20세기 프랑스 문학이 남긴 기념비적인 작품으로, 2011년 현재까지 외국어 번역을 제외하고 오로지 프랑스어 판만으로 약 500여만 부가 판매되어 &lt;이방인&gt;을 바로 뒤쫓는 기록을 세우고 있다.","극한의 절망 속에서도 억누를 수 없는 희망의 의지!

20세기 실존주의 문학의 대표 작가 알베르 카뮈의 소설 『페스트』. '페스트'라는 비극적인 현실 속에서 의연히 운명과 대결하는 인간의 모습을 그린 이 작품은 20세기 문학이 남긴 기념비적인 고전으로 꼽힌다. 무서운 전염병이 휩쓴 폐쇄된 도시에서 재앙에 대응하는 사람들의 각기 다른 모습이 묘사된다. 인물들은 재앙에 대처하는 서로 다른 태도를 드러내 보인다. 그들의 모습을 통해 절망과 맞서는 것은 결국 행복에 대한 의지이며, 잔혹한 현실과 죽음 앞에서도 희망을 놓지 않는 것이야말로 이 부조리한 세상에 대한 진정한 반항임을 이야기한다. 이번 한국어판은 1999년 우리나라 최고의 불문학 번역가로 선정된 김화영 교수가 새로운 번역으로 선보인다.",31743,BOOK
