title,author,genre_id,genre,ISBN,description_aladin,description_naver,salesPoint,mallType
로봇 드림,사라 바론 (지은이),36192,국내도서>만화>그래픽노블,9791130651309,"시체스 영화제, 유럽영화상 등 여러 영화제에서 호평을 받은 &lt;로봇 드림&gt;의 원작 그래픽노블. 대사 한 마디 없이, 둘의 사이나 상황을 설명하는 지문도 없이, 오로지 선과 면만으로 읽는 이들을 뭉클함 속으로 던져 넣은 이 책의 매력을 다시금 느껴보시기 바란다.","애니메이션 〈로봇 드림〉 원작 그래픽노블

시체스영화제, 유럽영화상, 안시 국제애니메이션 페스티벌, 부천 국제애니메이션 페스티벌 등 여러 영화제에서 호평을 받은 〈로봇 드림〉의 원작인 그래픽노블 『로봇 드림』이 놀에서 출간됐다. 개와 로봇 사이를 스쳐간 찰나의 계절, 함께한 기억이 남긴 찬란한 순간들을 코끝 찡하게 그려낸 이 작품은, 한동안 절판되어 독자들의 아쉬움을 자아냈지만 14년 만에 다시 독자 앞에 서게 됐다. 대사 한 마디 없이, 둘의 사이나 상황을 설명하는 지문도 없이, 오로지 선과 면만으로 읽는 이들을 뭉클함 속으로 던져 넣은 이 책의 매력을 다시금 느껴보시기 바란다.",27595,BOOK
패밀리 레스토랑 가자. 上,"와야마 야마 (지은이), 현승희 (옮긴이)",6130,국내도서>만화>순정만화>그 남자들의 사랑,9788954698726,"2년 전 와야마 야마 신드롬을 일으킨 『가라오케 가자!』. 끔찍한 벌칙이 걸린 가라오케 대회를 위해 의기투합했던 야쿠자 쿄지와 독설 노래 선생 사토미의 뒷이야기를 궁금해하고, 오매불망 기다려왔던 독자들에게 새로운 이야기가 도착했다.","『가라오케 가자!』와 연결되는 새로운 시리즈, 『패밀리 레스토랑 가자.』 
모두가 기다려온 두 남자의 ‘그다음’!

2년 전 와야마 야마 신드롬을 일으킨 『가라오케 가자!』. 출간 직후 종합 베스트셀러 1위는 물론, 탄탄한 팬덤이 생길 만큼 화제가 되었던 작품이다. 끔찍한 벌칙이 걸린 가라오케 대회를 위해 의기투합했던 야쿠자 쿄지와 독설 노래 선생 사토미의 뒷이야기를 궁금해하고, 오매불망 기다려왔던 독자들에게 새로운 이야기가 도착했다.

대학생이 된 사토미는 상경 후 홀로 자취를 시작한다. 그런데 이 어린 청년, 근검절약이 심상치 않다. 우연한 계기로 심야의 패밀리 레스토랑 아르바이트를 시작한 사토미는 돈을 모으고 새로운 사람들을 만나며 도쿄에서의 생활을 이어간다. 수상한 만화가 2인조가 레스토랑에서 죽을 치고 만화 애호가이자 선배 아르바이트생인 모리타가 2초 이상 쉬지 않고 말을 걸어오는 가운데, 가장 낯익지만 가장 수상한 남자가 사토미에게 접근한다.

“쿄지 씨는 가마타에서 매일 뭐해요? 저랑 밥 먹는 게 다예요?” _5화 

오사카와 도쿄를 오가는 야쿠자 쿄지가 사토미를 찾아와 밥을 사주는 날들이 이어진다. 만나서 밥을 먹고, 또 먹고, 또 먹는 두 사람. 사토미는 태연하게 자신을 찾아오는 쿄지에게, 밥을 먹으며 실없는 소리를 하는 쿄지에게, 꼭 해야 할 말이 있다. 

“전에 선물할 게 있다고 했던 말 기억해요?
다음달에 드릴 건데. 그거 만나면 이제 안 만나는 게 좋지 않을까 싶은데.” _9화

지옥의 가라오케 대회 후 4년, 두 남자가 다시 한번 테이블에 마주앉았다. 회심의 한 곡을 부르기 위해 의기투합했던 이들이 함께 부를 새로운 노래가 궁금하다면, 패밀리 레스토랑에 가보자고。",42519,BOOK
알사탕 제조법 - 미니북(112*155mm),백희나 (지은이),35134,국내도서>유아>그림책>나라별 그림책>한국 그림책,9791198610607,"꽃피는 봄날, 백희나의 신작 그림책이 나왔다. “나도 마법의 알사탕 먹고 싶다…”, “동동이의 알사탕은 어떻게 만들었을까?” 《알사탕》을 읽은 독자라면 한 번쯤 생각해 보았을 것이다. 이런 간절한 바람이 작가에게 영감이 되어, 독자에게 마법처럼, 선물처럼 돌아왔다.","이 알사탕은 간절한 마음의 소리를 듣게 해주는 
신비한 알사탕이다.

#마음의 소리를 들려주는 알사탕 비법서 공개

“그건 알사탕이야. 아주 달지.” 역시 맞았다. 동동이가 새 구슬을 사러 들어간 문방구 할아버지가 바로 알사탕을 만든 장본인이다!
할아버지의 정체가 궁금하다. 마음의 소리를 들려주는 신비한 알사탕은 어떻게 만들었을까? 그 비법을 파헤치러 시간을 거슬러가 보자!",54371,BOOK
일류의 조건,"사이토 다카시 (지은이), 정현 (옮긴이)",70216,국내도서>자기계발>성공>성공학,9791193262122,"《일류의 조건》이 국내 첫 출간 후 18년 만에 필름출판사에서 복간되었다. 이 책은 한 분야에 있어 통달한 전문가, 즉 ‘일류’가 되기 위해서는 근본적인 조건 세 가지인 ‘훔치는 힘’, ‘요약하는 힘’, ‘추진하는 힘’을 갖추어야 함을 전하는 실용적인 자기계발서다.","시대와 세대를 초월한 자기계발서 바이블, 《일류의 조건》
독자들의 출간 요청 쇄도로 18년 만에 복간!
“어떠한 분야에서도 단연 돋보이는 존재가 될 수 있는 능력은 무엇인가?”

도서 《일류의 조건》이 국내 첫 출간 후 18년 만에 필름출판사에서 복간되었다. 《일류의 조건》은 일본 메이지 대학교 교수로 재직 중인 사이토 다카시의 대표작으로, 그의 저서는 국내에도 많이 소개되며, 누적 1,000만 부 이상의 판매 부수를 기록하고 있는 베스트셀러 작가이다. 이 책은 2006년 국내 출간 이후 오랜 시간 절판되어, 중고 거래를 통해 책을 구하는 사람들이 많았다. “책이 절판되어 동네 도서관에서 찾아보고 있다”, “책 읽어보고 싶은데 절판되어 구할 수가 없다”, “중고로도 구하기 어려워서 다시 출간되었으면 좋겠다” 등 연일 독자의 출간 요청이 끊이지 않고 이어져 온 책이다.

《일류의 조건》은 한 분야에 있어 통달한 전문가, 즉 ‘일류’가 되기 위해서는 근본적인 조건 세 가지인 ‘훔치는 힘’, ‘요약하는 힘’, ‘추진하는 힘’을 갖추어야 함을 전하는 실용적인 자기계발서다. 
10년간 약 1만 권의 책을 읽으며 독서의 중요성을 강조하고 있는 뇌과학 전문가 박문호 박사는 그동안 읽은 자기계발서 중 단 한 권의 추천 도서로 《일류의 조건》을 꼽으며, 이 책에서 말하는 ‘일류가 되기 위한 세 가지 조건’은 날이 갈수록 복잡해지는 사회현상과 넘쳐나는 정보의 홍수 속에서 “반드시 필요한 능력”임을 거듭 강조했다. 특히나 출간된 지 오랜 시간이 지났음에도 “여전히 이 책이 담고 있는 핵심점인 메시지는 지금까지도 매우 유효하다”고 전한 대목에서, 시대가 바뀌고 세월이 흘러도 언제나 ‘근본’이 가장 중요함을 실감하게 한다. 그 변하지 않는 근본은 바로 《일류의 조건》에서 말하는 세 가지 힘일 것이다. 이 책이 전하는 실질적인 메시지를 익힌다면, 어떠한 조건이나 환경에서도 당신 자체로서 빛을 발할 수 있는 돋보이는 존재로 거듭날 수 있을 것이다.",87277,BOOK
삼체 1~3 세트 - 전3권 (출간 10주년 기념 특별판 양장),"류츠신 (지은이), 이현아, 허유영 (옮긴이)",89481,국내도서>소설/시/희곡>과학소설(SF)>외국 과학소설,9788954442688,아시아 최초로 휴고상을 수상하며 SF 거장으로 등극한 류츠신의 『삼체』의 개정 양장본 세트. 『1부―삼체문제』 『2부―암흑의 숲』 『3부―사신의 영생』으로 이어지는 ‘지구의 과거’ 3부작은 무수한 위험이 숨어 있는 ‘암흑의 숲’과 같은 우주에서 인류가 마주하게 될 운명을 대담한 상상력으로 그려냈다.,"“무한한 우주는 여전히 신화로 가득 차 있다”
류츠신 『삼체』 1~3부 개정본 세트 출간

SF의 신화가 된 류츠신『삼체』를
개정본으로 새롭게 만나다

오바마 전 미국 대통령이 선택하고, 
노벨문학상 모옌이 극찬한 최고의 작품!

아시아 최초로 휴고상을 수상하며 SF 거장으로 등극한 류츠신의 대표작 『삼체』. 『1부-삼체문제』 『2부-암흑의 숲』 『3부-사신의 영생』으로 이어지는 ‘지구의 과거’ 3부작은 무수한 위험이 숨어 있는 ‘암흑의 숲’과 같은 우주에서 인류가 마주하게 될 운명을 대담한 상상력으로 그려냈다. 오바마 미국 전 대통령이 “『삼체』를 읽을 때 작품 스케일이 워낙 커서 백악관의 일상사가 사소하게 느껴졌다”(『뉴욕타임스』 인터뷰)라고 평했을 만큼, 『삼체』가 구축하고 있는 세계는 무한한 우주를 향해 끝없이 팽창한다.

이처럼 『삼체』는 작가가 컴퓨터 엔지니어로 일하며 축적한 과학적 이론을 기반으로 독자들에게 우주에 관한 초월적인 시야를 선사한다. 『삼체』는 문화대혁명에서부터 수백 년 후 외계 문명과 인류의 전면전까지로 이어지는 SF 대서사시로 『1부-삼체문제』에서는 지구로부터 4광년 떨어져 있는 삼체 세계와 신호를 주고받으면서 외계 문명과 조우하게 된 인류의 운명을 그려내고 있으며, 『2부-암흑의 숲』에서는 “문명은 끊임없이 성장하고 확장되지만 우주의 물질 총량은 불변한다”라는 우주 공리(公理)를 내세우며 ‘암흑의 숲’과 같은 우주에서 살아남기 위해서는 외계 문명과의 생존경쟁이 불가피함을 말한다. 『3부-사신의 영생』에서는 외계 문명과의 전면전에서 살아남은 인류가 우주에 존재하는 더 큰 공포와 맞닥뜨리며 대단원의 막을 내린다. 1부에서 3부로 이어지는 무한한 상상력은 우주에 대한 본질적인 사고를 극한으로 끌어올리며 지적 즐거움을 경험하게 한다.",50873,BOOK
만질 수 있는 생각,이수지 (지은이),51371,국내도서>에세이>한국에세이,9788949101118,"한국인 최초로 세계적 최고 권위를 자랑하는 아동문학상인 한스 크리스티안 안데르센상(2022)을 수상한 그림책 작가 이수지의 에세이 『만질 수 있는 생각』이 ㈜비룡소에서 출간되었다. 회화 전공자에서 아트 북을 공부한 학생, 그리고 그림책 세계에 빠져 세계적인 그림책 작가가 되기까지. 치열하고 촘촘한 창작 과정이 고스란히 담겼다.","2022 한국인 최초 한스 크리스티안 안데르센상,
2022 볼로냐 라가치상, 뉴욕 타임스 그림책상,
보스턴 글로브 혼 북 명예상, 한국출판문화상, 인촌상 수상.
세계적인 그림책 작가 이수지의 
아름다운 도전과 최선을 다한 작업의 여정

글 없는 그림책의 세계로 들어섰을 때, 나는 변칙이고 뭐고 다 잊어버리게 되었던 것 같다. 책의 물성과 매체성에 탐닉하게 되는 것은 당연한 순서였다. 말 없는 그림책이 내게 말없이 말 걸어오는 내밀한 세계, 이것은 완전히 다른 언어이며, 이것이 바로 나의 언어구나. 내 안의 이야기를 표현할 목소리를 갖게 되던 순간, 진심으로 기뻤던 것 같다. -이수지

한국인 최초로 세계적 최고 권위를 자랑하는 아동문학상인 한스 크리스티안 안데르센상(2022)을 수상한 그림책 작가 이수지의 에세이 『만질 수 있는 생각』이 ㈜비룡소에서 출간되었다. 회화 전공자에서 북아트를 공부한 학생, 그리고 그림책 세계에 빠져 세계적인 그림책 작가가 되기까지.",8330,BOOK
열혈강호 90,"전극진 (지은이), 양재현 (그림)",2558,국내도서>만화>소년만화>무협,9791172033491,,"사파 최고의 인물인 천마신군의 제자 한비광과 정파 최고의 기인인

검황의 손녀딸 담화린이 거친 무림을 배경으로 펼치는 무협만화. 주인공 한비광은 무모하리만큼 겁이 없고 낙천적인 인물이다.

우연한 인연으로 천마신군의 6번째 제자가 된 그는 뛰어난 경공술을 터득하고 있으며

한번 본 무술은 그대로 따라할 수 있는 무술의 천재이다.

뛰어난 미색을 갖춘 여주인공 담화린은 정파중의 으뜸인 검황의 손녀딸로

실종된 할아버지를 찾기 위해 남장으로 변장하고 강호를 누비다 한비광을 만나 사랑을 키워간다.",14691,BOOK
나를 소모하지 않는 현명한 태도에 관하여,"마티아스 뇔케 (지은이), 이미옥 (옮긴이)",2952,국내도서>자기계발>인간관계>인간관계,9791198682505,"모든 것이 과하게 요구되고, 요란하게 소비되는 시대에 ‘더 현명한 삶의 방식’은 무엇인지를 통찰한 책이다. 독일의 언론인이자 베스트셀러 작가이며 문학과 커뮤니케이션 과학, 심리학 등을 두루 공부한 마티아스 뇔케 박사는 특유의 재치와 명쾌함이 돋이는 글쓰기로 ‘보여주기 위해 극대화하는 삶이 아닌 조용히 나를 지키는 삶’으로 독자들을 안내한다.","보여주기 위해 극대화하는 삶이 아닌 
고요히 나를 지키는 삶을 위한 안내서 

더 성공해야 하고, 더 노력해야 하고, 더 욕망해야 하고, 더 보여줘야 한다는 강박이 난무하는 시대다. 그러나 모두가 자기를 내세우고 드러내느라 시끄러운 세상에서는 역설적으로 절제된 말과 행동, 고요함과 평온함이 더 절실히 그리워지고, 더 강력하게 다가오기 마련이다. 『나를 소모하지 않는 현명한 태도에 관하여』는 모든 것이 과하게 요구되고, 요란하게 소비되는 시대에 ‘더 현명한 삶의 방식’은 무엇인지를 통찰한 책이다. 독일의 언론인이자 베스트셀러 작가이며 문학과 커뮤니케이션 과학, 심리학 등을 두루 공부한 마티아스 뇔케 박사는 특유의 재치와 명쾌함이 돋이는 글쓰기로 ‘보여주기 위해 극대화하는 삶이 아닌 조용히 나를 지키는 삶’으로 독자들을 안내한다. 
과도하게 애쓰며 자신의 삶을 소모하지 않아도, 조용히 자신의 존재감을 빛내며 능력을 발휘하는 사람들이 있다. “겸손이야말로 자신감을 보여줄 수 있는 가장 효과적이고 배려 깊은 태도”라고 말하는 저자는 누구나 공감하게 만드는 풍부한 사례를 통해 ‘겸손한 태도’가 발휘하는 힘을 매우 유쾌하게 펼쳐 보여준다. 현 시대의 풍경과 의미를 날카롭게 짚어내는 것은 물론 문화사적 통찰, 심리학적 측면과 관계의 기술까지 아우르며 독자들의 공감과 사색의 폭을 넓혀준다. 독일의 언론과 독자들이 극찬한 것처럼, 더 자유롭고 행복한 삶을 원한다면 마티아스 뇔케의 이 말에 귀 기울여보자. “세상이 아무리 폭풍 같아도 고요히 자기의 중심을 잃지 않는 사람. 모두 자기를 내세우느라 떠들썩한 세상에서 묵묵하게 겸손함을 선택한 사람. 이런 사람이야말로 가장 현명하고, 가장 강한 사람이다. 이런 사람은 누구도 상처 주지 않고 결국 모두를 이깁니다.”",112013,BOOK
찌그러져도 동그라미입니다 - 김창완 에세이,김창완 (지은이),52905,국내도서>에세이>명사에세이>방송연예인에세이,9788901280684,"한국 대중문화에 가장 독보적인 자취를 남긴 뮤지션 김창완의 에세이가 웅진지식하우스에서 출간된다. 김창완이 라디오 청취자들에게 답한 편지와 오프닝을 엮었다. 손으로 그린 47개의 동그라미 중 두어 개만 그럴듯한 것처럼, 회사생활도 47일 중 이틀이 동그라면 동그란 것이라고 위로한 편지는 SNS와 블로그에 오랫동안 화제가 되었다.","“그저 다 찌그러진 동그라미들입니다, 우리의 일상도.”

천재, 괴짜, 전설 그리고 ‘늘 새로운 어른’ 
김창완이 매일 아침 써 내려간 계절과 삶의 조각들

한국 대중문화에 가장 독보적인 자취를 남긴 뮤지션 김창완의 에세이가 웅진지식하우스에서 출간된다. 김창완은 1977년 산울림으로 데뷔해 독자적인 음악 세계를 선보이며 가요계에 큰 획을 그었다. 그의 곡들은 아이유, 장범준, 김필, 스트레이 키즈 등 후배 가수들에 의해 다시 불리며 끊임없이 재탄생되고 있다. 
『찌그러져도 동그라미입니다』는 김창완이 SBS 파워FM ‘아름다운 이 아침 김창완입니다’에서 청취자들에게 답한 편지와 매일 아침 직접 쓴 오프닝을 엮었다. 손으로 그린 47개의 동그라미 중 두어 개만 그럴듯한 것처럼, 회사생활도 47일 중 이틀이 동그라면 동그란 것이라고 위로한 편지는 SNS와 블로그에 오랫동안 화제가 되었다. 돌아가신 할머니를 잊지 못해 괴로워하는 청취자에게 산울림 막내 김창익을 잃은 상실감을 고백하며 건넨 편지도 눈물겹고 따스하다. 
『찌그러져도 동그라미입니다』에는 따뜻한 격려뿐 아니라 어그러진 일상에 실망할 것 없고, 매일매일 만들어지는 졸작들도 그 자체로 예쁘다는 김창완만의 인생관이 담겨 있다. 또한 어제의 슬픔과 비애를 ‘뭐, 별거냐?’ 하며 대수롭지 않게 털어버리고 오늘의 자전거 바퀴를 힘차게 굴리는 그만의 경쾌한 삶의 태도가 돋보인다. 과거의 영광이나 상처를 돌아보거나 아쉬워하지 않고 내딛는 걸음걸음에 집중하는 그의 태도는 그가 늘 현재진행형 아티스트인 이유를 보여준다. 

“‘거울 속의 나도 과거다.’라고 할 만큼 뒤돌아보지 말 것. 먼 미래도 어제만큼 멀지 않다는 걸 기억하길.” - 「이런 날도 있고 저런 날도 있지」에서

가르치려들지 않지만 배우고 싶고, 툭 던지는 말이지만 그 안에 온기가 가득하다. 세대를 넘나드는 뮤지션 김창완의 에세이는 진짜 어른의 목소리에 목말랐던 독자들에게 따뜻한 선물이 될 것이다.",65394,BOOK
불변의 법칙 - 절대 변하지 않는 것들에 대한 23가지 이야기,"모건 하우절 (지은이), 이수경 (옮긴이)",3065,국내도서>경제경영>경제학/경제일반>경제이야기,9791198517425,"《돈의 심리학》의 저자 모건 하우절이 3년 만에 세상에 내놓은 신작.‘절대 변하지 않는 것들에 대한 23가지 이야기’를 전한다. 이번 책은 돈과 투자 영역은 물론이고, 인간의 본성과 세상의 이치에 관한 이야기를 두루 다루어 한층 더 다층적이고 복합적인 메시지를 담아냈다는 평가를 받는다.","세계적인 베스트셀러 《돈의 심리학》의 저자 모건 하우절이 3년 만에 세상에 내놓은 신작.‘절대 변하지 않는 것들에 대한 23가지 이야기’를 전한다. 출간하자마자 아마존과 뉴욕타임스 베스트셀러 자리에 오르며 아마존 독자들과 오피니언 리더들의 극찬을 받았다. 
이번 책은 돈과 투자 영역은 물론이고, 인간의 본성과 세상의 이치에 관한 이야기를 두루 다루어 한층 더 다층적이고 복합적인 메시지를 담아냈다는 평가를 받는다. 모건 하우절은 사람들은 무엇이 변할 것인지에 대해 늘 관심을 갖지만, 미래에 대비하기 위해서는 오히려 과거에도 지금도 미래에도 변함이 없는‘불변의 법칙’에 대해 알아야 한다고 강조한다. 이에 1000년 후에도 유효할 인간의 행동양식과 반복패턴에 대한 흥미로운 역사 스토리와 일화들을 들려준다. 워런 버핏의 스니커즈, 빌 게이츠의 숨겨진 불안, 유발 하라리가 받은 뜻밖의 비난, 게임스탑 사태의 보이지 않는 변수, 벌지 전투의 최후, 마술사 후디니의 죽음 등, 한 편 한 편의 이야기가 마치 다큐소설처럼 펼쳐진다. 흥미로운 일화 속에 인간사를 꿰뚫는 통찰과 삶의 교훈을 구슬처럼 꿰어내어 “역시 모건 하우절이다”라는 찬사를 받았다. 스콧 갤러웨이, 라이온 홀리데이는 물론, 국내 유수의 리더들 또한 먼저 읽고 “대단한 책이다”라는 평가를 내놓았다.",137560,BOOK
