title,author,genre_id,genre,ISBN,description_aladin,description_naver,salesPoint,mallType
도시와 그 불확실한 벽,"무라카미 하루키 (지은이), 홍은주 (옮긴이)",50998,국내도서>소설/시/희곡>일본소설>1950년대 이후 일본소설,9788954699075,"고교생 에세이 대회에서 만나 서로 좋아하게 된 그들은, 화창한 여름날 순수한 한쌍의 소년과 소녀였다. 그러던 어느 날, 소녀가 알 수 없는 말을 한다. “지금 여기 있는 나는 진짜 내가 아니야. 진짜 나는 높은 벽으로 둘러싸인 그 도시에 살아.” 소년은 소녀가 들려주는 도시 이야기에 빠져든다.","첫 발표 이후 43년, 마음에 품어왔던 소설을 마침내 완성하다.
하루키적 상상력의 모든 것이 담긴 결정적 세계!

“이 작품에는 무언가 나에게 매우 중요한 요소가 포함되어 있다고,
처음부터 그렇게 느껴왔다.” _무라카미 하루키

무라카미 하루키의 신작 장편소설 『도시와 그 불확실한 벽』은 집필과 출간에 얽힌 이야기가 특별하다. 1979년 데뷔 이래, 하루키는 각종 문예지에 소설을 비롯한 다양한 글을 발표했고, 대부분 그 글들을 책으로 엮어 공식 출간했다. 그중 유일하게 단행본으로 출간되지 않아 팬들 사이에서도 오랜 미스터리로 남은 작품이 문예지 〈문학계〉에 발표했던 중편소설 「도시와, 그 불확실한 벽」(1980)이었다.

코로나19로 사람들 사이에 벽이 세워지기 시작한 2020년, 그는 사십 년간 묻어두었던 작품을 새로 다듬어 완성할 수 있겠다고 생각했다. 그리고 삼 년간의 집필 끝에 총 3부 구성의 장편소설 『도시와 그 불확실한 벽』을 세상에 내놓았다. 매 작품을 발표할 때마다 ‘하루키 신드롬’을 일으키며 전 세계 독자들의 사랑을 받고 있는 70대의 작가가 청년 시절에 그렸던 세계를 43년 만에 마침내 완성한 것이다.

   “내가 쓴 소설 가운데 책이 되어 나오지 않은 것은 거의 없을 텐데, 이 작품만은 일본에서도 다른 어느 나라에서도 아직 한 번도 출판되지 않았다. (…) 그사이 나는 서른한 살에서 일흔한 살이 되었다. (…) 어쨌거나 이 작품을 이렇게 다시 한번, 새로운 형태로 다듬어 쓸 수 있어서(혹은 완성할 수 있어서) 솔직히 마음이 무척 편안해졌다. 나에게 이 작품은 줄곧 목에 걸린 생선 가시처럼 신경쓰이는 존재였으므로. (…) 그것은 역시 나에게(나라는 작가에게, 나라는 인간에게) 중요한 의미를 지니는 가시였다. 사십 년 만에 새로 쓰면서 다시 한번 ‘그 도시’에 돌아가보고, 그 사실을 새삼 통감했다.” _무라카미 하루키, 『도시와 그 불확실한 벽』 작가 후기에서",166150,BOOK
디케의 눈물 - 대한검국에 맞선 조국의 호소,조국 (지은이),51059,국내도서>사회과학>비평/칼럼>한국사회비평/칼럼,9791130645469,"2023년 6월 12일 법학자 조국은 서울대로부터 교수직을 파면당했다. 이 책은 법대 교수 조국이 법을 공부한 이유와 자신이 생각하는 공부의 참된 의미에 대해 기록한 책 『왜 나는 법을 공부하는가』 이후, 이제는 교수도 아니고 장관도 아닌 자연인으로서 지난 10년의 폭풍 같았던 시간을 통과하며 온몸으로 부닥친 투쟁을 집약한 책이다.","“우리는 이미 최악의 독재 속에서도 변화를 일궈냈다.”
형사피고인에서 혁신적 정치인으로 돌아온 조국의 진정한 법치를 위한 호소

맨 앞에서 서서,
맨 마지막까지
대한검국과 싸우겠습니다.
_ 2024년 6월, 조국

2024년 4월 10일 제22대 국회의원 선거에서 조국 대표가 이끄는 조국혁신당은 총 687만 4278표를 얻으며 돌풍을 일으켰다. 하지만 이 돌풍은 우발적으로 생성된 국지성 태풍이 아니었다. 조국 대표는 지난 2023년 8월, 10만 시민의 선택을 받은 책 『디케의 눈물』에서 처음으로 ‘대한검(檢)국’이라는 용어를 사용하며 근본부터 무너진 대한민국 법치주의의 추악한 민낯을 고발했다. 우리의 법과 우리의 사회가 어디서부터 어떻게 망가졌는지를 궁금해 했던 시민들은, ‘괴물’이 되어버린 검찰공화국의 풍경을 법학자의 시선으로 낱낱이 분석한 이 책을 읽으며 처음으로 저항의 언어를 얻을 수 있었다. 
책이 나온 지 장장 9개월의 시간이 흐른 오늘, 정의와 연민의 법치를 향한 변화의 움직임은 여전히 계속되고 있다. 그리고 그 중심에는 형사고발인에서 혁신적 정치인으로 돌아와 제22대 국회에 등원하게 된 조국 대표가 서 있다. 이에, 이 역사적 순간을 기념하고 기억하고자 하는 시민들의 염원을 모아 『디케의 눈물』의 기존 표지 디자인을 완전히 새롭게 꾸미고, 작가의 새 서문과 친필 메시지가 새겨진 한정판 리커버 에디션을 만들었다. 진정한 ‘법치’를 향한 조국 대표의 치열한 호소가 담긴 이번 ‘리스타트 에디션’을 통해 ‘맨 앞에서 서서, 맨 마지막까지 대한검국과 싸우겠다’는 그의 뜨거운 진심을 확인할 수 있을 것이다.",52499,BOOK
전지적 독자 시점 Part 4 & 5 : 굿즈키트 세트 - 전6권,싱숑 (지은이),51122,국내도서>소설/시/희곡>판타지/환상문학>한국판타지/환상소설,9788934967590,"《전지적 독자 시점》이 ‘에피소드 71: 50년 후’부터 ‘에필로그 05: 영원과 종장’까지를 담은 《전지적 독자 시점 PART 4》와 《전지적 독자 시점 PART 5》를 통해, 원고지 25000매에 육박하는 대서사가 그랜드 피날레를 맞이한다.","지금 이 책을 읽는 당신만을 위한 초거대 서사, 그 감동의 피날레!　
《전지적 독자 시점 PART 4&5》!

누적 조회수 3억 6천만 회 돌파! 이제 세계를 매혹 중인 한국 웹소설의 살아 있는 역사, 《전지적 독자 시점》. 2022년 초 단행본으로 재탄생된 《전지적 독자 시점 PART 1》은 발간 당일 온라인 서점 서버가 다운될 만큼 폭발적 관심을 모은 것은 물론, 단숨에 10만 부 판매를 돌파하며 서점가에서도 새로운 역사를 써내려갔다. 1년 만에 이어진 ‘PART 2’와 ‘PART 3’에도 뜨거운 관심과 호응이 쏟아진 것은 당연지사. 
마침내 ‘에피소드 71: 50년 후’부터 ‘에필로그 05: 영원과 종장’까지를 담은 《전지적 독자 시점 PART 4》와 《전지적 독자 시점 PART 5》를 통해, 원고지 25000매에 육박하는 대서사가 그랜드 피날레를 맞이한다. 무엇보다 완간을 기념하여 한층 화려하게 구성된 ‘굿즈키트 세트’는 ‘전독시’ 팬들의 소장욕을 한껏 자극하는 동시에 작품의 긴 여운을 오래 음미하도록 도울 것.",13947,BOOK
1%를 읽는 힘,메르 (지은이),2225,국내도서>경제경영>재테크/투자>재테크/투자 일반,9791158512767,"국내 최고의 자본시장 분석가이자, 경제·주식 분야 파워 인플루언서로 타의 추종을 불허하는 독보적인 시각을 제시하는 메르의 모든 투자 노하우를 담은 책이다. 요동치는 시장 속에서 선명한 투자 지표를 찾는 법, 자신만의 관점을 만드는 법, 경제 원리 속에 숨은 부와 투자의 비밀이 이 책에 담겨 있다.","네이버 블로그 경제·주식 분야 1위 
SERICEO 비즈니스 북클럽 선정도서 
국내 최고의 자본시장 분석가 메르의 투자 인사이트

국내 최고의 자본시장 분석가이자, 경제·주식 분야 파워 인플루언서로 타의 추종을 불허하는 독보적인 시각을 제시하는 메르의 모든 투자 노하우를 담은 책이다. 
2020년 이후 주식시장에 뛰어든 사람들이 많다. 주식시장에 막대한 유동성이 풀리면서 주가지수가 반등하며 연이어 올랐고, 수익을 맛본 투자자들은 이것이 자기 실력이라고 생각했다. 그러나 2022년부터 미국이 금리를 올리면서, 이때 얻은 수익보다 훨씬 큰돈을 잃은 투자자들이 적지 않다. 누군가는 시장을 떠났고, 누군가는 공부의 필요성을 절실하게 느꼈다. 후자라면 이런 점들이 궁금할 것이다.

최고의 투자자들은 무엇을 투자의 지표로 삼을까? 
시장을 보는 눈은 어떻게 키워야 할까?
어떻게 정보를 선별하고 적용해야 할까?

이 책은 이 질문들에 대한 답을 찾는 데 유용한 힌트가 될 것이다. 
정보의 질도 중요하지만, 그 이상으로 중요한 것이 정보를 다른 시각으로 바라보고 정리할 수 있는 능력이다. 
관점이 있는 투자는 결코 흔들리지 않는다. 요동치는 시장 속에서 선명한 투자 지표를 찾는 법, 자신만의 관점을 만드는 법, 경제 원리 속에 숨은 부와 투자의 비밀이 이 책에 담겨 있다.",46927,BOOK
"최민준의 아들코칭 백과 - 기질 파악부터 말공부, 사회성, 감정코칭까지",최민준 (지은이),51786,국내도서>좋은부모>육아>육아법/육아 일반,9791168127531,"아들의 기질 파악, 말공부, 감정코칭, 게임 통제, 자기효능감을 키우기 위한 방법이 제시되어 있을 뿐만 아니라, 「아들TV」에서 큰 호응을 얻었던 화제의 콘텐츠가 수록되어 있다. 70만 구독자의 뜨거운 지지와 신뢰를 받고 있는 저자만의 아들코칭 비법을 집대성한 책으로, 영유아기 아들부터 사춘기가 시작된 아들 부모 모두를 위한 책이다.","70만 구독, 최고의 교육채널 「아들TV」 
최민준 소장의 기질 맞춤 아들 육아법 
영유아기부터 사춘기가 시작된 아들 부모 모두를 위한 필독서 
 “적절한 수용과 단호함으로 아들을 바르게 키우는 법”

아들의 한 번 말해서 듣지 않는 행동, 게임 중독, 거침없는 표현 등으로 아들맘은 무너질 때가 많다. 아이에게 따뜻한 공감의 언어를 쓰고 싶지만, 반복적으로 화내고 소리친 후 자책하곤 한다. 아들교육 전문가인 최민준 소장은 따뜻함과 사랑만으론 아들을 잘 키워내기 쉽지 않은 현실을 직시해야 한다고 말한다. 아이의 마음을 공감해주는 건 중요한 일이지만, 아들을 키울 때는 적절한 수용과 단호함으로 아이를 바로잡는 ‘행동육아’가 반드시 필요하다는 것이다. 이 책은 아들의 기질 파악, 말공부, 감정코칭, 게임 통제, 자기효능감을 키우기 위한 방법이 제시되어 있을 뿐만 아니라, 「아들TV」에서 큰 호응을 얻었던 화제의 콘텐츠가 수록되어 있다. 70만 구독자의 뜨거운 지지와 신뢰를 받고 있는 저자만의 아들코칭 비법을 집대성한 책으로, 영유아기 아들부터 사춘기가 시작된 아들 부모 모두를 위한 필독서가 될 것이다.",36336,BOOK
주술회전 23 (초판한정 스페셜 일러스트 카드 + 선착순 한정 고죠 사토루 포토 카드 포함 특장판) - 별과 기름,"아쿠타미 게게 (지은이), 이정운 (옮긴이)",4133,국내도서>만화>본격장르만화>판타지>액션 판타지,,"자신이 ‘천사’의 표적인 ‘타천(墮天)’이라 밝히는 스쿠나. 이타도리 일행이 그 진의를 파악하지 못한 채, 각국에 간계를 펼친 켄자쿠에 의해 사멸회유에 또 다른 혼란이 찾아온다…!! 그리고 마침내, 텐겐이 은둔해 있는 훙성궁에 켄자쿠가 도달하는데―?!",,28415,BOOK
화산귀환 4 - 만화,"STUDIO LICO (지은이), 비가 (원작)",7443,국내도서>만화>인터넷 연재 만화,9791169632768,마화로 인해 사경을 헤매는 황 대인을 살리기(?) 위해 은하상단으로 간 청명. 그곳에서 종남파 이대 제자 이송백을 만나게 되는데….,"대 화산파 13대 제자. 천하삼대검수 매화검존 청명.
천하를 혼란에 빠뜨린 고금제일마 천마의 목을 치고 십만대산의 정상에서 영면.
백 년의 시간을 뛰어넘어 아이의 몸으로 다시 살아나다.
……뭐? 화산이 망해? 이게 뭔 개소리야!?",11739,BOOK
세이노의 가르침 (화이트 에디션) - 피보다 진하게 살아라,세이노(SayNo) (지은이),70216,국내도서>자기계발>성공>성공학,9791168473690,"2000년부터 발표된 그의 주옥같은 글들. 독자들이 자발적으로 만든 제본서는 물론, 전자책과 앱까지 나왔던 《세이노의 가르침》이 드디어 전국 서점에서 독자들을 마주한다. 여러 판본을 모으고 저자의 확인을 거쳐 최근 생각을 추가로 수록하였다. 정식 출간본에만 추가로 수록된 글들은 목차와 본문에 별도 표시하였다.","재야의 명저 《세이노의 가르침》 2023년판 정식 출간!
순자산 천억 원대 자산가, 세이노의 ‘요즘 생각’을 만나다

2000년부터 발표된 그의 주옥같은 글들. 독자들이 자발적으로 만든 제본서는 물론, 전자책과 앱까지 나왔던 《세이노의 가르침》이 드디어 전국 서점에서 독자들을 마주한다. 여러 판본을 모으고 저자의 확인을 거쳐 최근 생각을 추가로 수록하였다. 정식 출간본에만 추가로 수록된 글들은 목차와 본문에 별도 표시하였다.

더 많은 사람이 이 책을 보고 힘을 얻길 바라기에 인세도 안 받는 저자의  마음을 담아, 700쪽이 넘는 분량에도 7천 원 안팎에 책을 구매할 수 있도록 했다. 정식 출간 전자책 또한 무료로 선보인다.

*필명 ‘세이노(Say No)’는 당신이 믿고 있는 것들에 ‘No!’를 외치고 제대로 살아가라는 뜻이다. 세이노는 지난 20여 년간 여러 칼럼을 통해 인생 선배로서 부와 성공에 대한 지혜와 함께 삶에 대한 체험적 지식을 나누어 주었다. 그래서 그의 글을 좋아하는 사람들은 그를 ‘세이노 스승님’이라 부른다.",407554,BOOK
향수가 된 식물들 - 에르메스 조향사가 안내하는 향수 식물학의 세계,"장 클로드 엘레나 (지은이), 카린 도어링 프로저 (그림), 이주영 (옮긴이)",51373,국내도서>에세이>외국에세이,9791197606946,"전 세계적으로 손꼽히는 마스터 조향사이자 프랑스의 유명 브랜드 에르메스의 수석 조향사였던 장 클로드 엘레나. 그가 ‘향수 식물학’이라는 새로운 테마로 우리 곁에 찾아왔다. 향수와 식물이라니, 이름만으로도 설레고 기대되는 조합이다.","에르메스, 시슬리, 까르띠에, 프레데릭 말, 입생로랑… 
세계적인 향수를 탄생시킨 마스터 조향사 
장 클로드 엘레나의 ‘향수 식물학’ 세계로 초대합니다!

전 세계적으로 손꼽히는 마스터 조향사이자 프랑스의 유명 브랜드 에르메스의 수석 조향사였던 장 클로드 엘레나. 그가 ‘향수 식물학’이라는 새로운 테마로 우리 곁에 찾아왔다. 향수와 식물이라니, 이름만으로도 설레고 기대되는 조합이다. 

이번 《향수가 된 식물들》은 조향계의 살아 있는 전설로 통하는 장 클로드 엘레나가 40여 가지 향기로운 식물들을 엄선해 그 식물들이 향수에 어떤 영감을 주고 어떻게 향수로 변신하는지를 소개한 책이다. 그가 직접 조향한 에르메스의 ‘운 자르뎅 수르닐’, ‘떼르 데르메스’, 시슬리의 ‘오 드 깡뺘뉴’, 까르띠에의 ‘데클라라시옹’, 프레데릭 말의 ‘로 디베’ 등 유명 향수는 물론 디올, 샤넬, 겔랑 등 70여 가지 향수들이 어떤 식물의 향에서 시작되었는지, 식물과 향에 얽힌 추억이나 향수 탄생 과정의 에피소드는 어디에서도 들을 수 없던 흥미로운 내용들이다. 

특히 책에 등장하는 식물을 가장 아름답고 우아하게 표현한 40여 컷의 일러스트는 품격을 한층 더 높여준다. 보고 있으면 실제 식물의 향이 풍기는 듯한 착각을 불러일으킬 정도다. 〈보그닷컴〉에서는 이미 ‘2022 선물하기 좋은 최고의 책’으로 선정된 바 있으며, 60년 동안 조향사로 활동한 저자가 쓴 가장 매력적인 향 입문서라 할 만하다.",13218,BOOK
퓨처 셀프 - 현재와 미래가 달라지는 놀라운 혁명,"벤저민 하디 (지은이), 최은아 (옮긴이)",70216,국내도서>자기계발>성공>성공학,9791192389325,"‘미래의 나는 어떤 모습일까?’라는 질문은 우리가 인생에서 쉽게 놓치는 중요한 진실에 이르게 한다. 즉, 미래의 나와 연결될수록 현재 더 나은 삶을 살게 된다는 것이다. 이 책은 미래의 내가 어떤 모습일지 깊이 생각해보고, 지금 그 사람이 되는 방법을 구체적으로 알려주는 인생 지침서이다.","‘미래의 나’를 적용하는 과학 분야 세계 최고의 전문가,
자기계발 분야 파워블로거이자 베스트셀러 작가의 신작
세계적인 동기부여 전문가, 토니 로빈스 강력 추천!

현재와 미래를 더 가치 있게 바꾸고 싶다면,
‘미래의 나’와 연결하라!

살 날이 얼마 남지 않은 ‘미래의 내’가 현재로 시간 여행을 왔다고 상상해보자. ‘현재의 나’는 해야 할 일은 미뤄둔 채 소파에 누워 핸드폰을 보느라 시간 가는 줄 모른다. 당장 사고 싶은 것, 먹고 싶은 것에 생각 없이 돈을 쓰고, ‘다음 달의 나’에게 결제를 미룬다. 자극적이고 간편한 정크 푸드를 즐겨 먹으며 건강은 생각하지 않는다. 어린 자녀와 눈을 맞추고 시간을 보내기보다 잔소리와 고성이 오가는 전쟁 같은 하루하루를 보낸다. 이 모습을 본 ‘미래의 나’는 과연 어떤 말을 하고 싶을까? 혹시 지금의 내 모습과 크게 다르지 않다고 생각하는가? 미래의 모습이 그려지지 않는다면, 현재의 내가 좀 더 나은 모습이기를 원한다면 이 책이 해답을 제시해줄 것이다.

‘미래의 나는 어떤 모습일까?’라는 질문은 우리가 인생에서 쉽게 놓치는 중요한 진실에 이르게 한다. 즉, 미래의 나와 연결될수록 현재 더 나은 삶을 살게 된다는 것이다. 이 책은 미래의 내가 어떤 모습일지 깊이 생각해보고, 지금 그 사람이 되는 방법을 구체적으로 알려주는 인생 지침서이다. 상상한 미래 자아는 현실에서 원동력이 되어 목표와 우선순위가 달라지고, 이에 맞게 행동하게 만든다. 그렇기에 우리가 다시 예전 모습으로 돌아가려 하거나 의지가 약해질 때마다, 혹은 작은 성취를 맛본 후 다음 목표를 정해야 할 때 이 책을 옆에 두고 수시로 꺼내 보기를 권한다. 

이 책의 저자인 벤저민 하디는 저명한 조직심리학자로, ‘미래의 나’를 적용하는 과학 분야에서 세계 최고의 전문가다. ‘미래의 나’와 관련된 연구가 점점 많아지고 있는 가운데, 그는 이 주제를 완벽하게 다룬 책을 발표했다. 그의 오랜 연구 결과와 집약된 이론을 국내에서 책으로 만날 수 있게 된 것이다. 그는 팟캐스트와 유튜브, 웹사이트, 기업 강연을 통해서도 ‘미래의 자신’을 명확하게 하고, 목표한 방향으로 이끄는 실용적인 전략을 공유하며 많은 사람의 성장과 발전을 돕고 있다. 

이 책은 크게 세 파트로 구성되어 있다. 파트1은 ‘미래의 나’를 위협하는 요인 7가지를, 파트2는 ‘미래의 나’에 대한 진실 7가지를, 파트3은 ‘미래의 내’가 되는 7단계를 구체적으로 제시한다. 각 단계마다 자신을 점검해볼 수 있는 체크리스트와, 미래의 나와 연결하는 활동들이 포함된 워크지를 제공하고 있다. 또한 각 장의 핵심 내용은 일러스트를 통해 기억에 선명하게 남도록 도와주고, 파트가 끝날 때마다 KEY POINT로 요약해서 정리해준다. 특히 ‘미래의 나’와 연결하는 것이 중요하다는 점을 유명인들의 일화를 통해 소개해 재미를 더하고, 쉽게 이해할 수 있도록 설명한다. 이 책은 단순히 ‘미래의 나’를 생각에서 그치지 않고 행동하게 만드는 구체적인 방법을 제시한다는 점에서 당신의 삶을 변화시키는 데 최고의 안내자 역할을 할 것이다.",154188,BOOK
